method,profile_type,T0,run_id,seed,hv,pareto_size,pareto_feas,f1_interest_mean,cog_gap_mean,f3_coherence_mean,feasible_ratio,runtime_sec
MOEAD_std,tourist,600,1,43,0.030877,100,7,0.447214,0.000000,0.138087,0.070000,2.514786
MOEAD_std,tourist,600,2,44,0.055349,100,29,0.447214,0.009397,0.249572,0.290000,2.475774
MOEAD_std,tourist,600,3,45,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.505988
MOEAD_std,tourist,600,4,46,0.051642,100,50,0.447214,0.006650,0.213583,0.500000,2.489996
MOEAD_std,tourist,600,5,47,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.657993
MOEAD_std,tourist,600,6,48,0.000000,99,0,0.000000,0.000000,0.000000,0.000000,2.559693
MOEAD_std,tourist,600,7,49,0.042895,100,98,0.447214,0.004158,0.191474,0.980000,2.498111
MOEAD_std,tourist,600,8,50,0.000000,65,0,0.000000,0.000000,0.000000,0.000000,2.599588
MOEAD_std,tourist,600,9,51,0.045088,100,43,0.447214,0.000000,0.201640,0.430000,2.520252
MOEAD_std,tourist,600,10,52,0.044977,98,25,0.447214,0.036250,0.216867,0.255102,2.498726
MOEAD_std,tourist,600,11,53,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.502193
MOEAD_std,tourist,600,12,54,0.053950,100,100,0.447214,0.007675,0.231273,1.000000,2.494895
MOEAD_std,tourist,600,13,55,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.500999
MOEAD_std,tourist,600,14,56,0.050396,100,100,0.447214,0.008125,0.214075,1.000000,2.483787
MOEAD_std,tourist,600,15,57,0.039696,100,9,0.447214,0.000000,0.177526,0.090000,2.499541
MOEAD_std,tourist,600,16,58,0.049428,98,81,0.447214,0.008889,0.218205,0.826531,2.490119
MOEAD_std,tourist,600,17,59,0.039174,99,91,0.447214,0.000632,0.173137,0.919192,2.523513
MOEAD_std,tourist,600,18,60,0.035432,98,1,0.447214,0.000000,0.158457,0.010204,2.472405
MOEAD_std,tourist,600,19,61,0.054102,99,99,0.447214,0.011111,0.233069,1.000000,2.519075
MOEAD_std,tourist,600,20,62,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.485425
MOEAD_std,tourist,600,21,63,0.051383,99,98,0.447214,0.008418,0.221739,0.989899,2.489621
MOEAD_std,tourist,600,22,64,0.000000,25,0,0.000000,0.000000,0.000000,0.000000,2.459664
MOEAD_std,tourist,600,23,65,0.043066,100,100,0.447214,0.004337,0.188367,1.000000,2.504657
MOEAD_std,tourist,600,24,66,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.499421
MOEAD_std,tourist,600,25,67,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.492045
MOEAD_std,tourist,600,26,68,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.490555
MOEAD_std,tourist,600,27,69,0.048792,100,13,0.447214,0.007500,0.221528,0.130000,2.477431
MOEAD_std,tourist,600,28,70,0.056243,99,7,0.447214,0.038571,0.241990,0.070707,2.473956
MOEAD_std,tourist,600,29,71,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.499967
MOEAD_std,tourist,600,30,72,0.042972,99,10,0.447214,0.002500,0.193141,0.101010,2.495839
MOEAD_std,senior,300,1,43,0.072851,100,54,0.641240,0.010556,0.201409,0.540000,2.458868
MOEAD_std,senior,300,2,44,0.068628,100,57,0.621013,0.011053,0.202482,0.570000,2.487795
MOEAD_std,senior,300,3,45,0.066364,100,68,0.618795,0.002537,0.199732,0.680000,2.490385
MOEAD_std,senior,300,4,46,0.066846,100,76,0.644418,0.002763,0.197951,0.760000,2.453368
MOEAD_std,senior,300,5,47,0.065646,100,49,0.644153,0.002857,0.197597,0.490000,2.486093
MOEAD_std,senior,300,6,48,0.072850,99,59,0.608671,0.013898,0.204087,0.595960,2.509216
MOEAD_std,senior,300,7,49,0.066846,100,64,0.635235,0.006016,0.198871,0.640000,2.449801
MOEAD_std,senior,300,8,50,0.064299,100,91,0.652220,0.000000,0.197170,0.910000,2.471599
MOEAD_std,senior,300,9,51,0.071806,100,63,0.644377,0.007540,0.199046,0.630000,2.459843
MOEAD_std,senior,300,10,52,0.066846,100,85,0.640594,0.004118,0.198334,0.850000,2.446755
MOEAD_std,senior,300,11,53,0.068628,100,79,0.638460,0.004873,0.199512,0.790000,2.463305
MOEAD_std,senior,300,12,54,0.064299,100,58,0.652220,0.000000,0.197170,0.580000,2.469465
MOEAD_std,senior,300,13,55,0.064042,100,61,0.597679,0.006107,0.180274,0.610000,2.527174
MOEAD_std,senior,300,14,56,0.087361,100,75,0.569210,0.011533,0.230034,0.750000,2.472568
MOEAD_std,senior,300,15,57,0.068582,100,65,0.617759,0.010500,0.201980,0.650000,2.436827
MOEAD_std,senior,300,16,58,0.067973,100,64,0.640897,0.011172,0.201531,0.640000,2.455583
MOEAD_std,senior,300,17,59,0.062734,97,76,0.597175,0.012434,0.174192,0.783505,2.429716
MOEAD_std,senior,300,18,60,0.064299,100,88,0.652220,0.000000,0.197170,0.880000,2.443076
MOEAD_std,senior,300,19,61,0.068879,100,61,0.618199,0.006639,0.200915,0.610000,2.504290
MOEAD_std,senior,300,20,62,0.066846,100,75,0.629820,0.007933,0.199413,0.750000,2.473762
MOEAD_std,senior,300,21,63,0.068628,100,72,0.642612,0.003403,0.198805,0.720000,2.492407
MOEAD_std,senior,300,22,64,0.069818,100,55,0.632456,0.009182,0.200727,0.550000,2.477688
MOEAD_std,senior,300,23,65,0.065646,100,95,0.648059,0.001474,0.197390,0.950000,2.469879
MOEAD_std,senior,300,24,66,0.071522,100,80,0.597045,0.015281,0.204851,0.800000,2.498704
MOEAD_std,senior,300,25,67,0.066212,100,50,0.600833,0.007750,0.178961,0.500000,2.477200
MOEAD_std,senior,300,26,68,0.064299,100,52,0.652220,0.000000,0.197170,0.520000,2.473970
MOEAD_std,senior,300,27,69,0.073650,100,62,0.627780,0.018911,0.203206,0.620000,2.529597
MOEAD_std,senior,300,28,70,0.066846,100,94,0.651168,0.000372,0.197275,0.940000,2.475165
MOEAD_std,senior,300,29,71,0.083064,96,65,0.567082,0.007269,0.228512,0.677083,2.469349
MOEAD_std,senior,300,30,72,0.068628,100,68,0.633327,0.006691,0.200385,0.680000,2.480678
MOEAD_std,senior,600,1,43,0.057913,98,98,0.584994,0.016824,0.173863,1.000000,2.508556
MOEAD_std,senior,600,2,44,0.067642,97,97,0.554078,0.009188,0.199541,1.000000,2.488705
MOEAD_std,senior,600,3,45,0.057975,100,89,0.568203,0.018385,0.172983,0.890000,2.479461
MOEAD_std,senior,600,4,46,0.062546,100,100,0.586174,0.016000,0.186946,1.000000,2.484015
MOEAD_std,senior,600,5,47,0.062556,98,69,0.567004,0.023279,0.182364,0.704082,2.502788
MOEAD_std,senior,600,6,48,0.061941,89,89,0.581713,0.008483,0.185553,1.000000,2.496119
MOEAD_std,senior,600,7,49,0.066575,100,90,0.579751,0.023167,0.195312,0.900000,2.490163
MOEAD_std,senior,600,8,50,0.055071,100,100,0.586668,0.006175,0.170048,1.000000,2.540108
MOEAD_std,senior,600,9,51,0.053302,100,100,0.584198,0.005400,0.162006,1.000000,2.477247
MOEAD_std,senior,600,10,52,0.060024,98,63,0.561503,0.006369,0.177236,0.642857,2.511646
MOEAD_std,senior,600,11,53,0.061497,100,71,0.573580,0.017271,0.179611,0.710000,2.514441
MOEAD_std,senior,600,12,54,0.058980,100,90,0.573712,0.019903,0.186210,0.900000,2.514253
MOEAD_std,senior,600,13,55,0.057874,100,68,0.568658,0.027776,0.162511,0.680000,2.502446
MOEAD_std,senior,600,14,56,0.062941,100,100,0.562128,0.024850,0.174135,1.000000,2.459372
MOEAD_std,senior,600,15,57,0.060420,93,64,0.570126,0.011699,0.176390,0.688172,2.509036
MOEAD_std,senior,600,16,58,0.062615,96,67,0.562740,0.010448,0.190247,0.697917,2.490682
MOEAD_std,senior,600,17,59,0.048118,99,34,0.551945,0.010110,0.161990,0.343434,2.542329
MOEAD_std,senior,600,18,60,0.056745,95,56,0.576633,0.008705,0.173157,0.589474,2.500533
MOEAD_std,senior,600,19,61,0.062727,100,100,0.562622,0.013625,0.180981,1.000000,2.468537
MOEAD_std,senior,600,20,62,0.063402,100,77,0.549548,0.014318,0.179431,0.770000,2.519905
MOEAD_std,senior,600,21,63,0.046364,99,71,0.584715,0.013891,0.125881,0.717172,2.513255
MOEAD_std,senior,600,22,64,0.059115,99,42,0.545556,0.015446,0.180465,0.424242,2.579008
MOEAD_std,senior,600,23,65,0.060889,97,56,0.549575,0.007589,0.177680,0.577320,2.520057
MOEAD_std,senior,600,24,66,0.052440,97,56,0.579574,0.010558,0.165125,0.577320,2.574240
MOEAD_std,senior,600,25,67,0.049592,100,55,0.562682,0.033364,0.158923,0.550000,2.635026
MOEAD_std,senior,600,26,68,0.058630,100,69,0.571301,0.017790,0.174841,0.690000,2.535034
MOEAD_std,senior,600,27,69,0.044969,83,83,0.593086,0.008238,0.137863,1.000000,2.475417
MOEAD_std,senior,600,28,70,0.058423,90,90,0.581398,0.013194,0.172611,1.000000,2.503010
MOEAD_std,senior,600,29,71,0.063870,99,66,0.561883,0.030663,0.183100,0.666667,2.493587
MOEAD_std,senior,600,30,72,0.052796,98,42,0.589868,0.004286,0.164727,0.428571,2.510481
